a,0.0,0.0,0.0
ab,5.0,5.0,10.0
ac,7.0710678118654755,7.0710678118654755,14.142135623730951
acb,12.071067811865476,5.0,17.071067811865476
abc,10.0,7.0710678118654755,17.071067811865476
ae,15.524174696260024,15.524174696260024,31.04834939252005
aeb,26.569535713447287,5.0,31.569535713447287
abe,16.04536101718726,15.524174696260024,31.569535713447287
ad,16.55294535724685,16.55294535724685,33.1058907144937
adb,28.257645267966474,5.0,33.257645267966474
abd,16.704699910719626,16.55294535724685,33.257645267966474
ade,19.55294535724685,15.524174696260024,35.077120053506874
aed,18.524174696260026,16.55294535724685,35.077120053506874
aedb,30.22887460697965,5.0,35.22887460697965
abde,19.704699910719626,15.524174696260024,35.22887460697965
adeb,30.59830637443411,5.0,35.59830637443411
abed,19.04536101718726,16.55294535724685,35.59830637443411
af,18.0,18.0,36.0
aec,29.841995759536378,7.0710678118654755,36.91306357140185
ace,21.38888887514183,15.524174696260024,36.91306357140186
afb,32.317821063276355,5.0,37.317821063276355
abf,19.317821063276355,18.0,37.317821063276355
aceb,32.43424989232909,5.0,37.43424989232909
abec,30.363182080463616,7.0710678118654755,37.43424989232909
adc,30.55294535724685,7.0710678118654755,37.624013169112324
acd,21.071067811865476,16.55294535724685,37.624013169112324
acdb,32.7757677225851,5.0,37.7757677225851
abdc,30.704699910719626,7.0710678118654755,37.7757677225851
afe,23.0,15.524174696260024,38.524174696260026
aef,20.524174696260026,18.0,38.524174696260026
aebc,31.569535713447287,7.0710678118654755,38.64060352531276
acbe,23.116428829052737,15.524174696260024,38.64060352531276
afeb,34.04536101718726,5.0,39.04536101718726
abef,21.04536101718726,18.0,39.04536101718726
acde,24.071067811865476,15.524174696260024,39.5952425081255
aedc,32.524174696260026,7.0710678118654755,39.5952425081255
aecb,34.841995759536374,5.0,39.841995759536374
aefb,34.84199575953638,5.0,39.84199575953638
abfe,24.317821063276355,15.524174696260024,39.84199575953638
abce,24.317821063276355,15.524174696260024,39.84199575953638
acdeb,35.11642882905274,5.0,40.11642882905274
abedc,33.04536101718726,7.0710678118654755,40.11642882905274
adbc,33.257645267966474,7.0710678118654755,40.32871307983195
acbd,23.7757677225851,16.55294535724685,40.32871307983195
adcb,35.55294535724685,5.0,40.55294535724685
abcd,24.0,16.55294535724685,40.55294535724685
aced,24.38888887514183,16.55294535724685,40.94183423238868
adec,33.8707664205232,7.0710678118654755,40.94183423238868
acedb,36.093588785861456,5.0,41.093588785861456
abdec,34.02252097399598,7.0710678118654755,41.093588785861456
afd,25.61577310586391,16.55294535724685,42.16871846311076
adf,24.168718463110757,18.0,42.16871846311076
acbde,26.7757677225851,15.524174696260024,42.29994241884513
aedbc,35.22887460697965,7.0710678118654755,42.29994241884513
afdb,37.320473016583534,5.0,42.320473016583534
abdf,24.320473016583534,18.0,42.320473016583534
abcde,27.0,15.524174696260024,42.524174696260026
aedcb,37.524174696260026,5.0,42.524174696260026
afed,26.0,16.55294535724685,42.55294535724685
adef,24.55294535724685,18.0,42.55294535724685
acbed,26.116428829052737,16.55294535724685,42.669374186299585
adebc,35.59830637443411,7.0710678118654755,42.669374186299585
afedb,37.704699910719626,5.0,42.704699910719626
abdef,24.704699910719626,18.0,42.704699910719626
afc,36.384776310850235,7.0710678118654755,43.45584412271571
acf,25.45584412271571,18.0,43.45584412271571
adfb,38.48653952638711,5.0,43.48653952638711
abfd,26.933594169140264,16.55294535724685,43.48653952638711
abced,27.317821063276355,16.55294535724685,43.8707664205232
adefb,38.8707664205232,5.0,43.8707664205232
adecb,38.8707664205232,5.0,43.8707664205232
abfed,27.317821063276355,16.55294535724685,43.8707664205232
afde,28.61577310586391,15.524174696260024,44.139947802123935
aedf,26.139947802123935,18.0,44.139947802123935
afbc,37.317821063276355,7.0710678118654755,44.38888887514183
afec,37.317821063276355,7.0710678118654755,44.38888887514183
acef,26.38888887514183,18.0,44.38888887514183
acbf,26.38888887514183,18.0,44.38888887514183
afdeb,39.66113412305117,5.0,44.66113412305117
abedf,26.66113412305117,18.0,44.66113412305117
adfe,29.168718463110757,15.524174696260024,44.69289315937078
aefd,28.139947802123935,16.55294535724685,44.69289315937078
acfb,39.773665185992066,5.0,44.773665185992066
abfc,37.70259737412659,7.0710678118654755,44.773665185992066
aefdb,39.84464771284356,5.0,44.84464771284356
abdfe,29.320473016583534,15.524174696260024,44.84464771284356
adfeb,40.21407948029802,5.0,45.21407948029802
abefd,28.66113412305117,16.55294535724685,45.21407948029802
aedfb,40.45776886540029,5.0,45.45776886540029
abfde,29.933594169140264,15.524174696260024,45.45776886540029
acefb,40.706709938418186,5.0,45.706709938418186
abfec,38.63564212655271,7.0710678118654755,45.706709938418186
acfe,30.45584412271571,15.524174696260024,45.980018818975736
aefc,38.90895100711026,7.0710678118654755,45.980018818975736
afebc,39.04536101718726,7.0710678118654755,46.11642882905274
acbef,28.116428829052737,18.0,46.11642882905274
afcb,41.384776310850235,5.0,46.384776310850235
abcf,28.384776310850235,18.0,46.384776310850235
acfeb,41.50120513990297,5.0,46.50120513990297
abefc,39.430137328037496,7.0710678118654755,46.50120513990297
afdc,39.61577310586391,7.0710678118654755,46.686840917729384
acdf,28.686840917729384,18.0,46.686840917729384
acbfe,31.38888887514183,15.524174696260024,46.91306357140186
aefbc,39.84199575953638,7.0710678118654755,46.91306357140186
afedc,40.0,7.0710678118654755,47.071067811865476
acdef,29.071067811865476,18.0,47.071067811865476
afecb,42.317821063276355,5.0,47.317821063276355
abcef,29.317821063276355,18.0,47.317821063276355
acdfb,43.00466198100574,5.0,48.00466198100574
abfdc,40.933594169140264,7.0710678118654755,48.00466198100574
acdefb,43.38888887514183,5.0,48.38888887514183
acdefba,48.38888887514183,0.0,48.38888887514183
