a,0.0,29.04536101718726,29.04536101718726
ab,5.0,29.04536101718726,34.04536101718726
ac,7.0710678118654755,29.04536101718726,36.11642882905274
acb,12.071067811865476,24.04536101718726,36.11642882905274
abc,10.0,29.071067811865476,39.071067811865476
ae,15.524174696260024,29.04536101718726,44.56953571344729
acd,21.071067811865476,24.04536101718726,45.11642882905274
acde,24.071067811865476,21.04536101718726,45.11642882905274
abe,16.04536101718726,29.071067811865476,45.11642882905274
ace,21.38888887514183,24.04536101718726,45.43424989232909
ad,16.55294535724685,29.04536101718726,45.59830637443411
ade,19.55294535724685,26.04536101718726,45.59830637443411
abd,16.704699910719626,29.071067811865476,45.7757677225851
abde,19.704699910719626,26.38888887514183,46.093588785861456
acbe,23.116428829052737,23.524174696260026,46.64060352531276
af,18.0,29.04536101718726,47.04536101718726
afe,23.0,24.04536101718726,47.04536101718726
acbd,23.7757677225851,23.524174696260026,47.29994241884513
acbde,26.7757677225851,20.524174696260026,47.29994241884513
abcd,24.0,23.524174696260026,47.524174696260026
abcde,27.0,20.524174696260026,47.524174696260026
afed,26.0,21.704699910719626,47.704699910719626
afedb,37.704699910719626,10.0,47.704699910719626
abed,19.04536101718726,28.686840917729384,47.732201934916645
abce,24.317821063276355,23.524174696260026,47.84199575953638
aed,18.524174696260026,29.320473016583534,47.84464771284356
acdef,29.071067811865476,19.317821063276355,48.38888887514183
acdefb,43.38888887514183,5.0,48.38888887514183
acdefba,48.38888887514183,0.0,48.38888887514183
